
--Louvian's Community Detection Algorithm --

--# of Communities detected = 0

--Modularity of network = 0.820987
NodeId 	 ClusterId
353689	3
36497	3
214696	3
273342	3
388151	3
36293	3
36923	3
50544	3
50545	3
50546	3
201029	3
230833	3
230831	3
230832	3
230834	3
193702	3
303857	3
335018	3
84504	3
84505	3
126545	3
163707	3
163708	3
163709	3
38254	3
84993	3
9643	3
57859	3
59628	3
38281	3
41532	3
43034	3
38550	3
43422	3
74166	3
75107	3
38633	3
50742	3
50743	3
50744	3
50745	3
180482	3
146697	3
146698	3
154463	3
265304	3
265305	3
337864	3
400598	3
278597	3
98661	3
63809	3
104131	3
222876	3
377323	3
377324	3
377325	3
377326	3
108829	3
207316	3
207317	3
150827	3
365418	3
365419	3
365420	3
365421	3
365422	3
38977	3
156233	3
156234	3
185240	3
93631	3
160746	3
181092	3
263635	3
406722	3
39136	3
274065	3
39310	3
12105	3
11728	3
14901	3
14902	3
15473	3
43110	3
59648	3
132613	3
132614	3
40130	3
127287	3
355802	3
40138	3
394694	3
399306	3
40479	3
84485	3
106517	3
170761	3
162641	3
162642	3
118972	3
173529	3
248332	3
255647	3
345434	3
77264	3
83449	3
98006	3
124658	3
41731	3
35738	3
114572	3
52093	3
172297	3
242380	3
51123	3
87030	3
92597	3
175059	3
175060	3
175061	3
272070	3
109026	3
175168	3
271768	3
308492	3
346907	3
390427	3
419278	3
364371	3
364372	3
263202	3
282803	3
43221	3
43091	3
107787	3
121643	3
136201	3
318352	3
398052	3
74195	3
43438	3
274062	3
275255	3
284649	3
43187	3
68895	3
34987	3
34989	3
43496	3
34992	3
38118	3
149064	3
150082	3
183447	3
333417	3
53309	3
231467	3
231468	3
252667	3
44061	3
228237	3
184275	3
184276	3
184277	3
184278	3
44735	3
16858	3
19216	3
68457	3
94317	3
97739	3
109829	3
115725	3
115726	3
115727	3
115729	3
387201	3
54614	3
288861	3
363207	3
363208	3
62090	3
188074	3
208357	3
370431	3
370432	3
370433	3
375547	3
375548	3
44862	3
222464	3
227961	3
44865	3
260308	3
274406	3
379305	3
320720	3
45073	3
45074	3
45075	3
45076	3
45077	3
46232	3
49809	3
80609	3
113317	3
113318	3
86671	3
86672	3
103193	3
268778	3
332088	3
373983	3
108512	3
248457	3
254934	3
194924	3
428	3
42608	3
5186	3
5187	3
62201	3
235267	3
239087	3
292792	3
304146	3
304147	3
336081	3
363185	3
2387	3
21567	3
59858	3
14605	3
43387	3
2394	3
14607	3
26033	3
27117	3
32102	3
59184	3
83137	3
95411	3
19300	3
35054	3
35056	3
93001	3
359080	3
359081	3
379256	3
397133	3
149288	3
351626	3
355287	3
368980	3
149310	3
177762	3
180347	3
154746	3
185533	3
185534	3
195268	3
14614	3
158167	3
167049	3
167050	3
205393	3
205394	3
264806	3
264807	3
264808	3
311846	3
350662	3
421734	3
231838	3
31273	3
342314	3
231839	3
195998	3
237728	3
29239	3
86221	3
27038	3
27819	3
248885	3
14631	3
14632	3
251628	3
66314	3
66315	3
74190	3
6348	3
205572	3
316637	3
79118	3
417511	3
417512	3
81463	3
36245	3
196241	3
254482	3
95537	3
165242	3
165243	3
180027	3
180086	3
185045	3
186427	3
196146	3
197359	3
200413	3
201497	3
202736	3
204008	3
260348	3
384230	3
17840	3
43693	3
63954	3
115156	3
148534	3
165728	3
179873	3
212706	3
419737	3
40756	3
42670	3
43725	3
89142	3
89143	3
89144	3
89145	3
89146	3
101574	3
141684	3
143024	3
58380	3
189347	3
340123	3
165812	3
395922	3
395923	3
165813	3
86115	3
119163	3
131883	3
166220	3
43778	3
66748	3
86116	3
110299	3
126544	3
129883	3
188134	3
94558	3
178165	3
208364	3
233152	3
234866	3
252651	3
267370	3
267371	3
313701	3
376110	3
380476	3
392712	3
392713	3
398021	3
409277	3
409278	3
202903	3
257972	3
391860	3
126572	3
195990	3
325527	3
44102	3
83061	3
6979	3
279366	3
300272	3
20218	3
26928	3
52148	3
69835	3
84607	3
88458	3
88459	3
98020	3
98021	3
103414	3
38630	3
238039	3
134570	3
173067	3
62594	3
75628	3
113430	3
10434	3
129033	3
176612	3
245073	3
167228	3
267165	3
151194	3
86698	3
183473	3
206196	3
64810	3
35326	3
129452	3
138864	3
175813	3
193470	3
247138	3
346851	3
348228	3
59449	3
66510	3
82713	3
168602	3
46487	3
52010	3
52011	3
57634	3
89881	3
100629	3
100630	3
125007	3
135690	3
152008	3
240437	3
19712	3
92719	3
395503	3
190137	3
297909	3
79697	3
138086	3
228555	3
236811	3
265088	3
84059	3
295183	3
250349	3
113357	3
193198	3
132152	3
142542	3
280000	3
320551	3
322567	3
77013	3
219989	3
301211	3
36660	3
78535	3
140552	3
182115	3
268209	3
283282	3
310245	3
276012	3
43621	3
98177	3
173670	3
191241	3
243021	3
290224	3
324084	3
256333	3
236254	3
98022	3
99069	3
118006	3
135912	3
183472	3
358787	3
245666	3
72182	3
72665	3
106926	3
176980	3
222041	3
245792	3
295887	3
81036	3
171053	3
280938	3
77011	3
167522	3
170349	3
198300	3
211135	3
220145	3
257165	3
264474	3
290377	3
290378	3
290379	3
292829	3
313737	3
315046	3
410771	3
422193	3
424583	3
425216	3
291316	3
376729	3
149857	3
305097	3
210629	3
127207	3
63295	3
67918	3
77927	3
126045	3
126046	3
136106	3
149425	3
149426	3
167205	3
188558	3
196651	3
210628	3
236810	3
236812	3
249102	3
257940	3
262054	3
265086	3
265087	3
293012	3
307334	3
327679	3
327680	3
327681	3
331837	3
331838	3
373700	3
373701	3
373702	3
307890	3
344908	3
54882	3
131077	3
176381	3
218393	3
273071	3
392969	3
392970	3
415569	3
127895	3
76225	3
93188	3
101766	3
120589	3
126723	3
132717	3
143461	3
154443	3
156493	3
163321	3
168451	3
178226	3
183471	3
183474	3
191008	3
192595	3
193197	3
201697	3
202993	3
207144	3
231837	3
233670	3
238807	3
238808	3
256097	3
256098	3
267292	3
283866	3
284621	3
288398	3
297464	3
376730	3
404925	3
404927	3
179934	3
325530	3
325531	3
107376	3
144968	3
149157	3
166540	3
166676	3
177158	3
202843	3
210622	3
276631	3
282132	3
381503	3
97060	3
273103	3
276632	3
296335	3
347147	3
390545	3
238547	3
334727	3
262797	3
294081	3
197477	3
183635	3
114533	3
297988	3
299532	3
299533	3
307975	3
325528	3
174871	3
178141	3
212435	3
236827	3
243374	3
285120	3
79696	3
383688	3
154444	3
197981	3
238040	3
251042	3
256849	3
268044	3
280543	3
280544	3
293140	3
301210	3
302777	3
308442	3
154745	3
89129	3
248913	3
125682	3
142858	3
155173	3
158486	3
194627	3
219733	3
235802	3
283175	3
315615	3
340388	3
355830	3
365995	3
399561	3
399563	3
393571	3
376239	3
232206	3
294765	3
225546	3
255114	3
305087	3
389064	3
400073	3
408914	3
415610	3
423266	3
424255	3
425421	3
339029	3
376728	3
298443	3
235921	3
295132	3
352379	3
273663	3
353841	3
282934	3
399232	3
278253	3
329988	3
413934	3
409766	3
339656	3
154744	3
154747	3
342302	3
375372	3
406258	3
375669	3
384151	3
240318	3
334634	3
412197	3
410799	3
345471	3
236255	3
346724	3
385559	3
256332	3
354545	3
402014	3
153883	3
175062	3
46977	3
115670	3
275769	3
46984	3
46986	3
49027	3
125437	3
125438	3
179284	3
179285	3
47107	3
49211	3
59708	3
59754	3
47221	3
298630	3
79603	3
89330	3
89286	3
47334	3
92269	3
85939	3
85940	3
89285	3
89287	3
91258	3
91259	3
92270	3
94697	3
153358	3
47796	3
50214	3
61099	3
272185	3
95213	3
55994	3
76253	3
122958	3
124884	3
54877	3
76091	3
76760	3
48196	3
193451	3
330617	3
193447	3
193448	3
193450	3
196317	3
276779	3
126843	3
196318	3
295517	3
307495	3
200989	3
343948	3
343949	3
48554	3
161179	3
62327	3
69436	3
86605	3
161177	3
161178	3
174860	3
112985	3
74914	3
48629	3
192077	3
65042	3
331393	3
177653	3
211361	3
49213	3
36571	3
13976	3
36780	3
40172	3
40173	3
40174	3
40175	3
40176	3
39086	3
36781	3
44885	3
48264	3
79180	3
267167	3
274377	3
413678	3
417224	3
49233	3
207387	3
225103	3
133841	3
192841	3
196561	3
246639	3
253415	3
211139	3
249211	3
290543	3
420832	3
423108	3
49856	3
12325	3
12326	3
31730	3
31731	3
345733	3
85132	3
124018	3
124591	3
146862	3
165187	3
202496	3
226004	3
227740	3
233435	3
254891	3
268596	3
280882	3
283970	3
326484	3
398412	3
387533	3
150305	3
374916	3
223183	3
87760	3
87761	3
87762	3
87763	3
88284	3
88285	3
88286	3
89666	3
218289	3
50967	3
128739	3
183184	3
60477	3
75276	3
112895	3
258628	3
83369	3
345068	3
345069	3
345070	3
355263	3
87774	3
6745	3
114239	3
422018	3
87775	3
326696	3
367651	3
5317	3
47496	3
101608	3
104816	3
111283	3
27000	3
48789	3
48790	3
51536	3
183949	3
183950	3
183951	3
183952	3
55249	3
47510	3
237146	3
237147	3
237148	3
74546	3
149642	3
224358	3
130121	3
331186	3
318148	3
330304	3
330651	3
206652	3
389567	3
52042	3
52043	3
202030	3
134242	3
52389	3
170216	3
118494	3
137688	3
141802	3
152287	3
170217	3
240879	3
240880	3
240881	3
337577	3
337578	3
52436	3
200881	3
237861	3
68323	3
55817	3
168017	3
122022	3
52477	3
375617	3
52612	3
15543	3
15596	3
15597	3
17368	3
17450	3
27675	3
168484	3
238495	3
168485	3
135462	3
211704	3
211705	3
211706	3
211707	3
301523	3
40889	3
262126	3
170430	3
343463	3
53236	3
340627	3
53237	3
337425	3
406364	3
406365	3
53493	3
54362	3
54363	3
53522	3
168697	3
334622	3
338102	3
115019	3
115020	3
219035	3
147732	3
154621	3
209902	3
209903	3
55299	3
95258	3
95915	3
90360	3
79052	3
82803	3
112646	3
112647	3
94173	3
203393	3
144423	3
55544	3
227667	3
245763	3
55752	3
185503	3
195236	3
195237	3
195238	3
200953	3
255917	3
255918	3
143315	3
157227	3
56381	3
135098	3
56552	3
37587	3
37586	3
379959	3
278979	3
67839	3
67840	3
67841	3
67842	3
73672	3
74545	3
412383	3
407144	3
422689	3
58055	3
58056	3
418027	3
418028	3
59363	3
266828	3
59364	3
59365	3
330240	3
330241	3
59588	3
364644	3
274358	3
289809	3
244854	3
273320	3
90101	3
90929	3
59827	3
143924	3
319739	3
319740	3
398564	3
60157	3
184437	3
184438	3
186099	3
192649	3
78865	3
81136	3
248753	3
252129	3
192374	3
192376	3
61144	3
68354	3
68355	3
167299	3
61145	3
65086	3
193021	3
397457	3
303879	3
307253	3
148047	3
202566	3
207012	3
247843	3
256993	3
264011	3
220175	3
285395	3
62389	3
211325	3
296837	3
317733	3
325920	3
261731	3
407863	3
327122	3
369235	3
415830	3
418291	3
419342	3
62714	3
244735	3
122757	3
63289	3
95611	3
177099	3
177100	3
372907	3
123124	3
123786	3
126940	3
166491	3
166492	3
179946	3
64502	3
409586	3
40116	3
64861	3
119396	3
84221	3
83145	3
93882	3
139368	3
65094	3
108911	3
274842	3
184949	3
195798	3
195799	3
241638	3
247262	3
259888	3
268422	3
280533	3
314097	3
107868	3
196839	3
156034	3
197077	3
200885	3
290932	3
290934	3
297330	3
312269	3
362811	3
362812	3
375006	3
375007	3
379314	3
379315	3
379316	3
156035	3
290933	3
147314	3
184948	3
221297	3
291208	3
419086	3
207946	3
226371	3
284381	3
276711	3
280532	3
311160	3
311162	3
312144	3
383740	3
398565	3
425058	3
351544	3
65361	3
285837	3
289292	3
65826	3
295677	3
295678	3
295679	3
314599	3
65994	3
44657	3
107093	3
44765	3
98130	3
98131	3
109725	3
103074	3
65992	3
65993	3
66085	3
86392	3
105639	3
166673	3
224494	3
396178	3
422623	3
185266	3
185267	3
232276	3
232277	3
74817	3
66427	3
74822	3
66767	3
66766	3
66768	3
66769	3
66770	3
66771	3
66772	3
337124	3
405797	3
421488	3
342324	3
198396	3
198397	3
204762	3
204763	3
67691	3
372219	3
372220	3
402047	3
402873	3
218572	3
417540	3
68855	3
68856	3
114776	3
114777	3
337248	3
337249	3
277678	3
277679	3
301472	3
319347	3
319348	3
319349	3
347424	3
70236	3
228401	3
219995	3
60143	3
70273	3
126938	3
193692	3
201746	3
201747	3
248247	3
309224	3
309225	3
317177	3
70737	3
305316	3
305317	3
132257	3
151345	3
151346	3
151347	3
156038	3
159877	3
240797	3
71543	3
323313	3
240796	3
399562	3
387837	3
71547	3
72136	3
194519	3
255726	3
418526	3
277753	3
71858	3
306743	3
306744	3
312715	3
316861	3
422860	3
71881	3
79117	3
88444	3
220339	3
71882	3
82806	3
89784	3
105861	3
197478	3
110871	3
102052	3
196173	3
220338	3
240828	3
236340	3
293314	3
386231	3
386232	3
264520	3
386233	3
386234	3
183901	3
333254	3
333255	3
100338	3
221834	3
206378	3
133200	3
133201	3
133202	3
103253	3
106040	3
110295	3
52388	3
73264	3
73265	3
73266	3
73267	3
74421	3
106238	3
110377	3
73485	3
125705	3
237719	3
247248	3
71052	3
94630	3
153546	3
153547	3
73720	3
177619	3
73796	3
185760	3
73905	3
142340	3
153753	3
153754	3
214284	3
217436	3
217437	3
225906	3
390771	3
401781	3
74081	3
309170	3
321765	3
74086	3
173040	3
74481	3
93506	3
123503	3
327776	3
357878	3
369129	3
161760	3
161761	3
75650	3
217183	3
8194	3
59724	3
88721	3
88722	3
167767	3
293244	3
293245	3
299233	3
206841	3
196973	3
223652	3
268530	3
286680	3
129018	3
162757	3
240837	3
378936	3
263598	3
371113	3
162755	3
315521	3
76176	3
241351	3
304180	3
85086	3
338967	3
365121	3
209727	3
209728	3
236934	3
251842	3
213122	3
213123	3
77016	3
84903	3
77014	3
114534	3
122423	3
99464	3
228796	3
228797	3
186643	3
210010	3
151863	3
262420	3
262422	3
277489	3
123970	3
127454	3
95708	3
194998	3
200346	3
95151	3
215522	3
215523	3
225292	3
242799	3
251148	3
250407	3
271931	3
309692	3
81172	3
288463	3
298897	3
368023	3
272579	3
78806	3
78804	3
78807	3
80266	3
80267	3
152542	3
174044	3
185467	3
245970	3
245971	3
79611	3
119753	3
110335	3
47939	3
139356	3
139357	3
139358	3
139359	3
102463	3
31041	3
31042	3
295977	3
295978	3
295979	3
295980	3
295981	3
298903	3
151887	3
31071	3
117887	3
87288	3
69144	3
207058	3
69143	3
221350	3
259046	3
259047	3
233628	3
187155	3
187156	3
72994	3
64785	3
84259	3
79834	3
185083	3
291973	3
180856	3
185085	3
70173	3
111130	3
126590	3
154535	3
162540	3
173343	3
185084	3
185086	3
202607	3
202608	3
49270	3
130658	3
146685	3
148305	3
149981	3
199466	3
250880	3
270542	3
281522	3
295576	3
84823	3
103827	3
201756	3
70172	3
139037	3
152579	3
195041	3
258999	3
354909	3
319792	3
225319	3
281693	3
192136	3
357348	3
366511	3
79892	3
11371	3
23839	3
32746	3
32747	3
70205	3
353479	3
160060	3
374382	3
383944	3
407097	3
407098	3
171360	3
271076	3
158580	3
226652	3
253714	3
193608	3
80076	3
170080	3
193609	3
217212	3
393593	3
128088	3
368245	3
368246	3
118573	3
303678	3
363167	3
230874	3
247162	3
288162	3
270921	3
336009	3
158070	3
119997	3
218179	3
240951	3
360540	3
399547	3
81037	3
173332	3
215631	3
218955	3
83598	3
183719	3
183720	3
81322	3
81323	3
110959	3
218818	3
192869	3
193685	3
297817	3
299577	3
81483	3
175488	3
208235	3
359656	3
359657	3
386969	3
273745	3
318503	3
246447	3
386768	3
386769	3
392664	3
417353	3
245447	3
249241	3
285270	3
337978	3
419929	3
82464	3
198880	3
228696	3
303488	3
313121	3
339100	3
259015	3
391925	3
331295	3
123919	3
82679	3
120635	3
104171	3
82680	3
50064	3
176356	3
225060	3
388123	3
400895	3
413781	3
300637	3
281629	3
82757	3
92303	3
110201	3
85303	3
87915	3
179770	3
253799	3
173913	3
173914	3
222409	3
223082	3
136552	3
83262	3
216953	3
83592	3
189511	3
202563	3
108083	3
84053	3
